timestamp,well_id,spm,stroke_length_in,vfd_frequency_hz,fluid_level_m,pump_depth_ft,rod_string_diameter_in,rod_string_length_ft,tubing_size_in,is_synthetic
2026-08-23,BGW-029,4.42,70.0,43.7,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-24,BGW-029,4.41,95.0,48.3,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-25,BGW-029,3.99,100.0,40.2,573.6,4358.3,1.0,4374.2,2.875,True
2026-08-26,BGW-029,4.12,85.0,43.1,573.6,4358.3,1.0,4374.2,2.875,True
2026-07-28,BGW-030,4.62,80.0,42.1,642.2,4106.2,0.75,4079.4,3.5,True
2026-07-29,BGW-030,4.49,80.0,43.0,642.2,4106.2,0.75,4079.4,3.5,True
2026-07-30,BGW-030,3.66,75.0,44.2,642.2,4106.2,0.75,4079.4,3.5,True
2026-07-31,BGW-030,4.51,90.0,42.1,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-01,BGW-030,4.39,90.0,36.0,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-02,BGW-030,3.98,90.0,46.2,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-03,BGW-030,4.29,115.0,37.0,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-04,BGW-030,4.86,110.0,42.2,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-05,BGW-030,4.34,100.0,43.9,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-06,BGW-030,4.52,110.0,37.0,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-07,BGW-030,4.52,90.0,42.3,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-08,BGW-030,3.98,85.0,37.2,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-09,BGW-030,4.94,80.0,37.3,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-10,BGW-030,5.09,105.0,40.4,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-11,BGW-030,4.43,80.0,43.7,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-12,BGW-030,4.08,85.0,40.7,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-13,BGW-030,4.3,90.0,42.3,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-14,BGW-030,5.24,110.0,37.3,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-15,BGW-030,4.12,115.0,37.7,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-16,BGW-030,4.17,85.0,42.2,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-17,BGW-030,4.2,80.0,39.1,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-18,BGW-030,4.51,75.0,39.1,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-19,BGW-030,4.14,115.0,43.8,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-20,BGW-030,4.09,110.0,41.0,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-21,BGW-030,4.33,75.0,42.8,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-22,BGW-030,4.66,110.0,42.6,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-23,BGW-030,4.64,85.0,46.8,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-24,BGW-030,4.78,85.0,43.8,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-25,BGW-030,4.83,110.0,41.4,642.2,4106.2,0.75,4079.4,3.5,True
2026-08-26,BGW-030,3.85,110.0,50.0,642.2,4106.2,0.75,4079.4,3.5,True
2026-07-28,BGW-031,6.21,95.0,38.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-07-29,BGW-031,6.9,80.0,42.2,708.9,3454.4,0.75,3942.3,2.875,True
2026-07-30,BGW-031,7.0,90.0,46.9,708.9,3454.4,0.75,3942.3,2.875,True
2026-07-31,BGW-031,6.53,70.0,44.0,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-01,BGW-031,6.87,105.0,46.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-02,BGW-031,6.32,70.0,38.8,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-03,BGW-031,6.61,95.0,44.9,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-04,BGW-031,7.0,70.0,42.6,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-05,BGW-031,6.5,95.0,47.1,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-06,BGW-031,6.11,95.0,41.5,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-07,BGW-031,6.63,70.0,43.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-08,BGW-031,6.88,95.0,42.9,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-09,BGW-031,5.79,70.0,41.5,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-10,BGW-031,6.32,100.0,42.8,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-11,BGW-031,6.25,105.0,43.1,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-12,BGW-031,6.89,95.0,40.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-13,BGW-031,6.7,70.0,41.4,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-14,BGW-031,6.4,105.0,46.8,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-15,BGW-031,6.27,90.0,40.5,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-16,BGW-031,6.86,95.0,43.9,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-17,BGW-031,6.76,80.0,44.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-18,BGW-031,6.21,105.0,47.7,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-19,BGW-031,6.33,90.0,38.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-20,BGW-031,6.44,115.0,42.6,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-21,BGW-031,6.42,115.0,42.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-22,BGW-031,6.58,70.0,46.3,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-23,BGW-031,6.1,95.0,35.2,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-24,BGW-031,6.33,100.0,41.2,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-25,BGW-031,6.56,90.0,40.6,708.9,3454.4,0.75,3942.3,2.875,True
2026-08-26,BGW-031,5.73,80.0,46.2,708.9,3454.4,0.75,3942.3,2.875,True
2026-07-28,BGW-032,6.69,110.0,41.9,778.6,4273.8,0.875,3650.6,2.875,True
2026-07-29,BGW-032,5.62,75.0,45.4,778.6,4273.8,0.875,3650.6,2.875,True
2026-07-30,BGW-032,6.38,90.0,44.5,778.6,4273.8,0.875,3650.6,2.875,True
2026-07-31,BGW-032,6.59,100.0,43.6,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-01,BGW-032,6.49,90.0,44.1,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-02,BGW-032,6.49,105.0,43.9,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-03,BGW-032,6.36,110.0,43.3,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-04,BGW-032,6.46,110.0,45.5,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-05,BGW-032,7.0,100.0,45.2,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-06,BGW-032,6.82,110.0,42.9,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-07,BGW-032,6.83,110.0,47.1,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-08,BGW-032,7.0,95.0,44.2,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-09,BGW-032,6.57,110.0,37.6,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-10,BGW-032,6.37,85.0,46.1,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-11,BGW-032,6.33,110.0,47.9,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-12,BGW-032,6.23,85.0,41.2,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-13,BGW-032,6.46,100.0,40.5,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-14,BGW-032,6.51,80.0,42.3,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-15,BGW-032,6.26,75.0,44.1,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-16,BGW-032,6.84,100.0,40.8,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-17,BGW-032,6.45,70.0,45.9,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-18,BGW-032,6.8,105.0,40.0,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-19,BGW-032,6.79,115.0,44.3,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-20,BGW-032,6.91,75.0,38.0,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-21,BGW-032,6.58,90.0,42.5,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-22,BGW-032,6.48,80.0,43.1,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-23,BGW-032,6.21,85.0,40.6,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-24,BGW-032,6.67,75.0,44.6,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-25,BGW-032,6.77,110.0,43.9,778.6,4273.8,0.875,3650.6,2.875,True
2026-08-26,BGW-032,6.56,115.0,41.6,778.6,4273.8,0.875,3650.6,2.875,True
2026-07-28,BGW-034,3.74,95.0,42.5,753.4,4272.2,0.875,3545.7,2.375,True
2026-07-29,BGW-034,4.58,95.0,44.8,753.4,4272.2,0.875,3545.7,2.375,True
2026-07-30,BGW-034,4.49,115.0,38.7,753.4,4272.2,0.875,3545.7,2.375,True
2026-07-31,BGW-034,4.49,95.0,46.3,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-01,BGW-034,4.12,80.0,39.2,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-02,BGW-034,4.65,80.0,42.2,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-03,BGW-034,4.12,80.0,43.3,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-04,BGW-034,3.68,80.0,42.2,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-05,BGW-034,4.19,70.0,44.6,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-06,BGW-034,4.59,105.0,40.9,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-07,BGW-034,4.35,105.0,41.7,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-08,BGW-034,4.54,75.0,44.1,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-09,BGW-034,4.03,115.0,42.9,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-10,BGW-034,4.18,85.0,43.6,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-11,BGW-034,3.84,75.0,35.0,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-12,BGW-034,4.51,85.0,39.0,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-13,BGW-034,3.55,75.0,41.6,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-14,BGW-034,4.31,80.0,39.1,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-15,BGW-034,4.16,115.0,41.8,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-16,BGW-034,4.25,75.0,45.6,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-17,BGW-034,4.01,80.0,38.6,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-18,BGW-034,4.7,95.0,44.2,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-19,BGW-034,4.88,95.0,44.7,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-20,BGW-034,4.31,115.0,40.5,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-21,BGW-034,4.08,90.0,40.4,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-22,BGW-034,4.29,75.0,43.3,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-23,BGW-034,4.0,70.0,42.6,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-24,BGW-034,3.66,95.0,40.5,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-25,BGW-034,3.85,80.0,42.9,753.4,4272.2,0.875,3545.7,2.375,True
2026-08-26,BGW-034,4.91,105.0,49.8,753.4,4272.2,0.875,3545.7,2.375,True
2026-07-28,BGW-035,5.61,115.0,45.1,513.9,4449.1,1.0,4468.0,3.5,True
2026-07-29,BGW-035,6.0,95.0,40.8,513.9,4449.1,1.0,4468.0,3.5,True
2026-07-30,BGW-035,6.42,115.0,44.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-07-31,BGW-035,6.41,115.0,38.1,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-01,BGW-035,5.69,110.0,42.6,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-02,BGW-035,6.35,80.0,41.5,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-03,BGW-035,5.91,95.0,44.1,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-04,BGW-035,5.48,85.0,43.8,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-05,BGW-035,5.58,115.0,46.7,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-06,BGW-035,6.0,80.0,44.5,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-07,BGW-035,5.89,100.0,47.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-08,BGW-035,5.9,100.0,37.0,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-09,BGW-035,5.91,85.0,43.0,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-10,BGW-035,6.08,80.0,42.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-11,BGW-035,6.49,80.0,45.1,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-12,BGW-035,5.6,75.0,41.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-13,BGW-035,6.03,105.0,43.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-14,BGW-035,6.05,95.0,37.8,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-15,BGW-035,6.26,70.0,38.2,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-16,BGW-035,5.85,110.0,45.0,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-17,BGW-035,6.05,70.0,45.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-18,BGW-035,6.14,80.0,40.7,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-19,BGW-035,5.53,105.0,41.5,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-20,BGW-035,5.22,90.0,41.5,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-21,BGW-035,5.81,85.0,40.8,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-22,BGW-035,5.49,110.0,39.3,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-23,BGW-035,6.16,85.0,40.9,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-24,BGW-035,5.62,105.0,37.4,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-25,BGW-035,5.99,100.0,43.4,513.9,4449.1,1.0,4468.0,3.5,True
2026-08-26,BGW-035,5.63,100.0,36.8,513.9,4449.1,1.0,4468.0,3.5,True
2026-07-28,BGW-036,6.6,80.0,43.9,685.9,3738.7,1.0,3014.8,2.875,True
2026-07-29,BGW-036,5.08,115.0,35.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-07-30,BGW-036,5.79,75.0,38.3,685.9,3738.7,1.0,3014.8,2.875,True
2026-07-31,BGW-036,5.6,70.0,41.1,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-01,BGW-036,5.94,100.0,46.2,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-02,BGW-036,5.64,100.0,45.8,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-03,BGW-036,5.61,110.0,36.9,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-04,BGW-036,6.55,80.0,43.5,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-05,BGW-036,5.52,75.0,46.5,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-06,BGW-036,5.69,105.0,46.4,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-07,BGW-036,5.55,115.0,42.2,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-08,BGW-036,5.95,70.0,39.9,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-09,BGW-036,5.07,115.0,45.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-10,BGW-036,6.1,115.0,36.6,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-11,BGW-036,5.86,85.0,45.2,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-12,BGW-036,5.87,95.0,42.3,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-13,BGW-036,5.58,75.0,41.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-14,BGW-036,5.84,80.0,47.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-15,BGW-036,6.06,110.0,45.8,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-16,BGW-036,6.34,115.0,45.6,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-17,BGW-036,5.73,90.0,43.5,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-18,BGW-036,5.62,115.0,38.3,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-19,BGW-036,5.8,105.0,44.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-20,BGW-036,5.4,105.0,47.5,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-21,BGW-036,6.57,85.0,37.8,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-22,BGW-036,5.82,90.0,41.1,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-23,BGW-036,5.61,95.0,44.3,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-24,BGW-036,6.3,105.0,42.9,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-25,BGW-036,5.4,80.0,43.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-08-26,BGW-036,5.67,90.0,42.0,685.9,3738.7,1.0,3014.8,2.875,True
2026-07-28,BGW-038,6.49,90.0,37.4,591.1,3318.9,1.0,4569.2,2.375,True
2026-07-29,BGW-038,6.45,110.0,43.5,591.1,3318.9,1.0,4569.2,2.375,True
2026-07-30,BGW-038,6.16,105.0,45.6,591.1,3318.9,1.0,4569.2,2.375,True
2026-07-31,BGW-038,5.93,100.0,39.0,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-01,BGW-038,6.73,110.0,36.5,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-02,BGW-038,6.29,110.0,39.7,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-03,BGW-038,5.95,90.0,41.6,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-04,BGW-038,6.28,85.0,40.2,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-05,BGW-038,6.1,110.0,36.5,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-06,BGW-038,6.64,80.0,41.6,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-07,BGW-038,6.53,85.0,40.7,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-08,BGW-038,5.55,90.0,37.4,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-09,BGW-038,5.62,75.0,41.9,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-10,BGW-038,6.18,70.0,40.8,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-11,BGW-038,5.83,80.0,41.4,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-12,BGW-038,6.04,110.0,42.7,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-13,BGW-038,7.0,85.0,43.1,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-14,BGW-038,5.48,85.0,47.1,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-15,BGW-038,6.37,110.0,41.2,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-16,BGW-038,6.11,105.0,44.6,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-17,BGW-038,6.3,75.0,44.0,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-18,BGW-038,5.82,85.0,37.5,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-19,BGW-038,6.47,115.0,41.9,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-20,BGW-038,6.08,70.0,44.5,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-21,BGW-038,6.45,100.0,37.7,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-22,BGW-038,6.55,90.0,42.9,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-23,BGW-038,5.75,85.0,43.1,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-24,BGW-038,6.32,85.0,40.9,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-25,BGW-038,6.88,100.0,44.5,591.1,3318.9,1.0,4569.2,2.375,True
2026-08-26,BGW-038,6.16,85.0,45.6,591.1,3318.9,1.0,4569.2,2.375,True
2026-07-28,BGW-039,3.68,70.0,41.2,759.7,3927.4,0.75,3843.1,2.875,True
2026-07-29,BGW-039,4.33,95.0,39.5,759.7,3927.4,0.75,3843.1,2.875,True
2026-07-30,BGW-039,4.2,75.0,43.3,759.7,3927.4,0.75,3843.1,2.875,True
2026-07-31,BGW-039,4.59,100.0,42.1,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-01,BGW-039,4.27,105.0,45.7,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-02,BGW-039,4.5,90.0,42.6,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-03,BGW-039,4.25,95.0,42.0,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-04,BGW-039,4.24,100.0,45.1,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-05,BGW-039,3.84,85.0,47.4,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-06,BGW-039,4.57,105.0,37.8,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-07,BGW-039,4.49,70.0,39.4,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-08,BGW-039,4.21,105.0,42.0,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-09,BGW-039,4.13,75.0,45.8,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-10,BGW-039,4.9,80.0,37.5,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-11,BGW-039,4.63,110.0,40.2,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-12,BGW-039,4.33,95.0,40.1,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-13,BGW-039,4.5,100.0,46.2,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-14,BGW-039,4.54,85.0,35.5,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-15,BGW-039,4.0,110.0,38.5,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-16,BGW-039,4.2,110.0,37.9,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-17,BGW-039,4.71,115.0,41.7,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-18,BGW-039,4.46,80.0,38.9,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-19,BGW-039,4.48,80.0,41.8,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-20,BGW-039,4.0,70.0,41.7,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-21,BGW-039,4.07,80.0,39.3,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-22,BGW-039,3.71,115.0,41.4,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-23,BGW-039,4.07,110.0,37.4,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-24,BGW-039,4.67,90.0,40.6,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-25,BGW-039,4.39,100.0,39.3,759.7,3927.4,0.75,3843.1,2.875,True
2026-08-26,BGW-039,3.56,105.0,45.1,759.7,3927.4,0.75,3843.1,2.875,True
2026-07-28,BGW-040,5.46,85.0,39.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-07-29,BGW-040,5.28,90.0,45.7,660.3,3926.1,0.75,3189.7,3.5,True
2026-07-30,BGW-040,5.79,115.0,36.7,660.3,3926.1,0.75,3189.7,3.5,True
2026-07-31,BGW-040,5.98,115.0,40.1,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-01,BGW-040,5.66,115.0,46.5,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-02,BGW-040,5.17,110.0,38.7,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-03,BGW-040,5.18,70.0,44.3,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-04,BGW-040,5.53,90.0,40.4,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-05,BGW-040,5.86,85.0,38.4,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-06,BGW-040,5.58,100.0,41.1,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-07,BGW-040,5.6,105.0,43.9,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-08,BGW-040,6.04,105.0,42.9,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-09,BGW-040,6.43,95.0,44.5,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-10,BGW-040,5.39,85.0,43.1,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-11,BGW-040,5.98,105.0,41.6,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-12,BGW-040,5.86,90.0,39.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-13,BGW-040,5.04,115.0,45.5,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-14,BGW-040,6.09,105.0,45.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-15,BGW-040,5.65,80.0,43.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-16,BGW-040,5.85,80.0,44.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-17,BGW-040,5.29,75.0,39.1,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-18,BGW-040,6.16,95.0,41.7,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-19,BGW-040,5.61,110.0,45.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-20,BGW-040,5.89,105.0,47.6,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-21,BGW-040,4.84,80.0,42.5,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-22,BGW-040,5.23,95.0,44.2,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-23,BGW-040,5.84,95.0,40.7,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-24,BGW-040,5.75,110.0,45.4,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-25,BGW-040,5.14,105.0,41.5,660.3,3926.1,0.75,3189.7,3.5,True
2026-08-26,BGW-040,5.42,100.0,37.8,660.3,3926.1,0.75,3189.7,3.5,True
2026-07-28,BGW-043,7.0,110.0,39.4,542.3,4241.8,0.75,4112.3,3.5,True
2026-07-29,BGW-043,6.17,70.0,40.8,542.3,4241.8,0.75,4112.3,3.5,True
2026-07-30,BGW-043,5.99,75.0,43.5,542.3,4241.8,0.75,4112.3,3.5,True
2026-07-31,BGW-043,6.06,105.0,38.4,542.3,4241.8,0.75,4112.3,3.5,True
2026-08-01,BGW-043,6.87,70.0,44.5,542.3,4241.8,0.75,4112.3,3.5,True
2026-08-02,BGW-043,5.55,115.0,43.1,542.3,4241.8,0.75,4112.3,3.5,True
2026-08-03,BGW-043,5.56,80.0,41.6,542.3,4241.8,0.75,4112.3,3.5,True
2026-08-04,BGW-043,6.3,80.0,38.2,542.3,4241.8,0.75,4112.3,3.5,True
2026-08-05,BGW-043,6.66,75.0,39.6,542.3,4241.8,0.75,4112.3,3.5,True
2026-08-06,BGW-043,5.89,115.0,45.0,542.3,4241.8,0.75,4112.3,3.5,True
