well_id,cycle_num,time_since_injection_end_days,phase,steam_volume_bbl,injection_pressure_psi,steam_quality_frac,soak_duration_days,prior_cycle_count,thermal_conductivity_W_mK,porosity_frac,formation_thickness_m,baseline_reservoir_temp_C,crude_api_gravity,cum_production_bbl,physics_temp_C,temperature_C,viscosity_cP,is_synthetic,data_source
BGW-040,2,12.497,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,33.34,137.044,139.403,47.66,True,physics_simulated_synthetic
BGW-040,2,13.436,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,44.6,133.467,134.029,65.21,True,physics_simulated_synthetic
BGW-040,2,18.432,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,104.52,111.153,113.63,232.07,True,physics_simulated_synthetic
BGW-040,2,18.644,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,107.07,110.247,110.579,283.87,True,physics_simulated_synthetic
BGW-040,2,19.022,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,111.61,108.623,109.169,311.9,True,physics_simulated_synthetic
BGW-040,2,19.095,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,112.48,108.313,109.08,313.78,True,physics_simulated_synthetic
BGW-040,2,22.227,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,150.04,94.103,95.706,794.95,True,physics_simulated_synthetic
BGW-040,2,24.718,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,179.92,83.384,86.92,1520.13,True,physics_simulated_synthetic
BGW-040,2,27.906,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,218.15,71.067,74.101,4151.77,True,physics_simulated_synthetic
BGW-040,2,34.93,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,302.4,52.982,55.939,19708.17,True,physics_simulated_synthetic
BGW-040,2,37.274,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,330.51,50.222,50.909,31290.82,True,physics_simulated_synthetic
BGW-040,2,37.599,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,334.41,49.932,51.399,29892.29,True,physics_simulated_synthetic
BGW-040,2,48.713,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,467.7,46.542,49.148,36911.84,True,physics_simulated_synthetic
BGW-040,2,52.368,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,511.54,46.497,47.842,41773.07,True,physics_simulated_synthetic
BGW-040,2,54.64,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,538.79,46.49,48.325,39899.1,True,physics_simulated_synthetic
BGW-040,2,54.84,production,1973.9,222.9,0.658,9.72,1,1.475,0.219,12.81,46.49,17.47,541.19,46.49,49.333,36275.08,True,physics_simulated_synthetic
BGW-040,4,0.447,soak,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,0.0,188.405,189.133,5.0,True,physics_simulated_synthetic
BGW-040,4,1.532,soak,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,0.0,182.549,185.626,5.0,True,physics_simulated_synthetic
BGW-040,4,2.785,soak,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,0.0,176.081,179.623,5.78,True,physics_simulated_synthetic
BGW-040,4,11.89,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,112.69,125.058,129.569,85.14,True,physics_simulated_synthetic
BGW-040,4,19.326,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,252.11,81.211,83.887,1915.53,True,physics_simulated_synthetic
BGW-040,4,26.093,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,378.98,55.871,60.179,13494.93,True,physics_simulated_synthetic
BGW-040,4,26.247,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,381.86,55.549,58.96,15032.23,True,physics_simulated_synthetic
BGW-040,4,29.203,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,437.28,50.66,51.967,28356.33,True,physics_simulated_synthetic
BGW-040,4,30.393,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,459.59,49.421,50.588,32241.17,True,physics_simulated_synthetic
BGW-040,4,31.488,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,480.12,48.553,53.273,25135.22,True,physics_simulated_synthetic
BGW-040,4,35.52,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,555.72,46.879,51.702,29064.06,True,physics_simulated_synthetic
BGW-040,4,36.051,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,565.68,46.785,50.386,32858.89,True,physics_simulated_synthetic
BGW-040,4,36.552,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,575.07,46.711,51.954,28391.82,True,physics_simulated_synthetic
BGW-040,4,36.899,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,581.58,46.668,51.296,30182.56,True,physics_simulated_synthetic
BGW-040,4,37.771,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,597.93,46.58,50.686,31948.39,True,physics_simulated_synthetic
BGW-040,4,38.1,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,604.1,46.555,48.427,39515.06,True,physics_simulated_synthetic
BGW-040,4,50.396,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,834.63,46.394,51.966,28358.77,True,physics_simulated_synthetic
BGW-040,4,51.099,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,847.8,46.394,50.293,33144.22,True,physics_simulated_synthetic
BGW-040,4,52.747,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,878.7,46.394,49.002,37423.17,True,physics_simulated_synthetic
BGW-040,4,55.168,production,1641.2,360.6,0.671,5.88,3,1.885,0.225,16.17,46.39,17.58,924.11,46.394,48.607,38848.67,True,physics_simulated_synthetic
BGW-040,3,3.095,soak,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,0.0,147.487,148.621,28.36,True,physics_simulated_synthetic
BGW-040,3,8.971,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,47.84,127.936,130.157,82.17,True,physics_simulated_synthetic
BGW-040,3,10.468,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,67.29,122.834,125.996,105.86,True,physics_simulated_synthetic
BGW-040,3,13.399,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,105.39,111.884,114.321,221.82,True,physics_simulated_synthetic
BGW-040,3,16.575,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,146.66,99.098,99.806,593.6,True,physics_simulated_synthetic
BGW-040,3,17.659,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,160.76,94.79,98.861,634.57,True,physics_simulated_synthetic
BGW-040,3,20.619,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,199.21,82.877,81.729,2263.53,True,physics_simulated_synthetic
BGW-040,3,21.0,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,204.17,81.455,83.516,1971.0,True,physics_simulated_synthetic
BGW-040,3,21.449,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,210.01,79.799,81.617,2283.39,True,physics_simulated_synthetic
BGW-040,3,24.816,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,253.76,68.014,70.908,5395.1,True,physics_simulated_synthetic
BGW-040,3,25.002,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,256.18,67.46,70.933,5383.98,True,physics_simulated_synthetic
BGW-040,3,27.165,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,284.29,61.473,65.737,8331.98,True,physics_simulated_synthetic
BGW-040,3,29.279,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,311.76,56.807,58.496,15665.16,True,physics_simulated_synthetic
BGW-040,3,30.191,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,323.61,55.175,58.683,15407.05,True,physics_simulated_synthetic
BGW-040,3,30.344,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,325.6,54.923,57.884,16545.9,True,physics_simulated_synthetic
BGW-040,3,34.881,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,384.56,49.589,49.879,34455.93,True,physics_simulated_synthetic
BGW-040,3,43.039,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,490.58,47.16,52.508,26972.93,True,physics_simulated_synthetic
BGW-040,3,47.036,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,542.52,47.047,47.719,42262.81,True,physics_simulated_synthetic
BGW-040,3,55.985,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,658.82,47.026,50.3,33123.57,True,physics_simulated_synthetic
BGW-040,3,59.059,production,1564.2,166.6,0.601,5.29,2,1.632,0.217,18.91,47.03,18.25,698.77,47.026,50.258,33252.36,True,physics_simulated_synthetic
BGW-041,3,2.393,soak,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,0.0,174.666,172.556,8.14,True,physics_simulated_synthetic
BGW-041,3,2.512,soak,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,0.0,174.007,170.945,8.82,True,physics_simulated_synthetic
BGW-041,3,3.226,soak,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,0.0,170.107,169.948,9.27,True,physics_simulated_synthetic
BGW-041,3,3.324,soak,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,0.0,169.587,167.103,10.69,True,physics_simulated_synthetic
BGW-041,3,10.511,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,5.19,136.173,136.308,57.04,True,physics_simulated_synthetic
BGW-041,3,12.829,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,30.06,126.66,124.703,114.64,True,physics_simulated_synthetic
BGW-041,3,13.17,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,33.72,125.308,122.451,131.9,True,physics_simulated_synthetic
BGW-041,3,17.979,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,85.31,104.746,102.753,483.08,True,physics_simulated_synthetic
BGW-041,3,18.41,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,89.94,103.037,97.967,676.15,True,physics_simulated_synthetic
BGW-041,3,25.899,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,170.29,72.934,71.369,5193.06,True,physics_simulated_synthetic
BGW-041,3,26.369,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,175.33,71.509,69.875,5878.33,True,physics_simulated_synthetic
BGW-041,3,28.665,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,199.96,65.006,64.764,9054.94,True,physics_simulated_synthetic
BGW-041,3,30.002,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,214.31,61.781,57.744,16753.78,True,physics_simulated_synthetic
BGW-041,3,30.369,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,218.24,60.974,61.204,12330.8,True,physics_simulated_synthetic
BGW-041,3,33.153,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,248.11,55.653,55.406,20684.53,True,physics_simulated_synthetic
BGW-041,3,33.258,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,249.24,55.491,55.848,19872.22,True,physics_simulated_synthetic
BGW-041,3,37.358,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,293.22,50.611,49.141,36936.2,True,physics_simulated_synthetic
BGW-041,3,52.47,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,455.36,47.213,47.236,44254.22,True,physics_simulated_synthetic
BGW-041,3,55.002,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,482.52,47.206,46.203,48859.05,True,physics_simulated_synthetic
BGW-041,3,58.595,production,1938.7,201.5,0.734,10.03,2,2.33,0.214,18.97,47.2,18.53,521.07,47.203,46.806,46114.56,True,physics_simulated_synthetic
BGW-042,2,0.192,soak,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,0.0,187.706,189.013,5.0,True,physics_simulated_synthetic
BGW-042,2,0.257,soak,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,0.0,187.277,186.389,5.0,True,physics_simulated_synthetic
BGW-042,2,1.359,soak,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,0.0,180.153,181.92,5.18,True,physics_simulated_synthetic
BGW-042,2,2.811,soak,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,0.0,171.318,170.708,8.92,True,physics_simulated_synthetic
BGW-042,2,2.91,soak,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,0.0,170.742,170.733,8.91,True,physics_simulated_synthetic
BGW-042,2,3.257,soak,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,0.0,168.724,171.463,8.6,True,physics_simulated_synthetic
BGW-042,2,10.464,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,46.73,130.044,129.716,84.38,True,physics_simulated_synthetic
BGW-042,2,11.527,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,62.54,124.929,126.723,101.23,True,physics_simulated_synthetic
BGW-042,2,19.909,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,187.18,81.831,81.946,2225.73,True,physics_simulated_synthetic
BGW-042,2,23.095,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,234.56,69.747,70.389,5632.21,True,physics_simulated_synthetic
BGW-042,2,30.253,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,340.99,52.664,52.822,26201.81,True,physics_simulated_synthetic
BGW-042,2,31.699,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,362.5,51.109,52.356,27353.75,True,physics_simulated_synthetic
BGW-042,2,31.829,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,364.43,50.992,50.092,33776.0,True,physics_simulated_synthetic
BGW-042,2,37.541,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,449.37,48.059,46.741,46399.33,True,physics_simulated_synthetic
BGW-042,2,39.474,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,478.11,47.768,46.934,45553.18,True,physics_simulated_synthetic
BGW-042,2,40.433,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,492.38,47.681,47.88,41621.92,True,physics_simulated_synthetic
BGW-042,2,42.986,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,530.34,47.554,47.305,43966.32,True,physics_simulated_synthetic
BGW-042,2,50.233,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,638.09,47.494,48.548,39066.43,True,physics_simulated_synthetic
BGW-042,2,51.97,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,663.93,47.493,49.379,36115.53,True,physics_simulated_synthetic
BGW-042,2,53.695,production,2185.9,431.9,0.588,7.32,1,2.014,0.288,11.13,47.49,17.25,689.58,47.493,46.493,47519.21,True,physics_simulated_synthetic
BGW-042,3,0.267,soak,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,0.0,187.648,187.178,5.0,True,physics_simulated_synthetic
BGW-042,3,5.926,soak,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,0.0,152.212,153.65,21.57,True,physics_simulated_synthetic
BGW-042,3,6.142,soak,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,0.0,151.051,151.812,23.82,True,physics_simulated_synthetic
BGW-042,3,6.176,soak,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,0.0,150.871,149.401,27.17,True,physics_simulated_synthetic
BGW-042,3,6.461,soak,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,0.0,149.36,149.423,27.14,True,physics_simulated_synthetic
BGW-042,3,8.258,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,9.86,140.177,140.582,44.54,True,physics_simulated_synthetic
BGW-042,3,11.048,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,36.83,126.589,126.396,103.28,True,physics_simulated_synthetic
BGW-042,3,11.578,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,41.95,124.151,126.747,101.08,True,physics_simulated_synthetic
BGW-042,3,14.154,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,66.84,112.335,113.528,233.63,True,physics_simulated_synthetic
BGW-042,3,24.302,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,164.91,69.706,72.15,4869.66,True,physics_simulated_synthetic
BGW-042,3,24.357,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,165.44,69.549,70.44,5608.5,True,physics_simulated_synthetic
BGW-042,3,26.257,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,183.81,64.421,65.057,8830.75,True,physics_simulated_synthetic
BGW-042,3,26.537,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,186.51,63.741,62.952,10587.96,True,physics_simulated_synthetic
BGW-042,3,28.831,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,208.68,58.688,59.227,14680.4,True,physics_simulated_synthetic
BGW-042,3,33.652,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,255.28,51.458,51.998,28276.44,True,physics_simulated_synthetic
BGW-042,3,33.89,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,257.58,51.226,49.833,34605.4,True,physics_simulated_synthetic
BGW-042,3,37.615,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,293.58,48.528,48.295,40014.34,True,physics_simulated_synthetic
BGW-042,3,42.749,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,343.2,47.023,47.092,44867.2,True,physics_simulated_synthetic
BGW-042,3,48.015,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,394.09,46.651,47.751,42135.58,True,physics_simulated_synthetic
BGW-042,3,54.926,production,992.2,438.8,0.823,7.24,2,1.794,0.245,6.53,46.59,17.25,460.88,46.588,47.756,42116.49,True,physics_simulated_synthetic
BGW-043,3,6.737,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,31.3,148.531,154.095,21.06,True,physics_simulated_synthetic
BGW-043,3,10.667,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,83.88,132.135,135.591,59.48,True,physics_simulated_synthetic
BGW-043,3,11.983,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,101.5,126.436,128.747,89.48,True,physics_simulated_synthetic
BGW-043,3,18.16,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,184.14,95.531,97.365,705.79,True,physics_simulated_synthetic
BGW-043,3,18.428,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,187.73,94.312,95.412,811.95,True,physics_simulated_synthetic
BGW-043,3,19.926,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,207.77,87.51,92.833,979.32,True,physics_simulated_synthetic
BGW-043,3,22.703,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,244.92,75.678,77.853,3070.69,True,physics_simulated_synthetic
BGW-043,3,22.913,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,247.73,74.882,80.283,2534.24,True,physics_simulated_synthetic
BGW-043,3,33.29,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,386.58,49.802,54.192,23103.73,True,physics_simulated_synthetic
BGW-043,3,34.64,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,404.65,48.906,48.908,37756.38,True,physics_simulated_synthetic
BGW-043,3,36.507,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,429.63,48.062,49.569,35477.76,True,physics_simulated_synthetic
BGW-043,3,43.181,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,518.93,47.056,48.558,39027.18,True,physics_simulated_synthetic
BGW-043,3,43.884,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,528.33,47.036,49.363,36171.45,True,physics_simulated_synthetic
BGW-043,3,45.388,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,548.46,47.008,49.362,36173.52,True,physics_simulated_synthetic
BGW-043,3,47.098,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,571.34,46.992,53.626,24333.63,True,physics_simulated_synthetic
BGW-043,3,49.514,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,603.66,46.984,47.915,41484.69,True,physics_simulated_synthetic
BGW-043,3,51.583,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,631.35,46.982,49.741,34905.82,True,physics_simulated_synthetic
BGW-043,3,52.515,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,643.81,46.981,50.284,33174.31,True,physics_simulated_synthetic
BGW-043,3,57.456,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,709.93,46.981,49.418,35984.9,True,physics_simulated_synthetic
BGW-043,3,59.17,production,847.8,415.7,0.661,4.4,2,1.661,0.304,18.84,46.98,18.91,732.86,46.981,49.574,35458.81,True,physics_simulated_synthetic
BGW-043,2,2.54,soak,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,0.0,148.519,151.792,23.85,True,physics_simulated_synthetic
BGW-043,2,8.716,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,16.92,127.49,126.699,101.38,True,physics_simulated_synthetic
BGW-043,2,8.783,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,17.69,127.281,131.154,77.39,True,physics_simulated_synthetic
BGW-043,2,9.65,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,27.72,124.532,127.058,99.18,True,physics_simulated_synthetic
BGW-043,2,14.805,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,87.41,106.106,109.498,305.09,True,physics_simulated_synthetic
BGW-043,2,16.628,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,108.51,99.609,102.129,504.5,True,physics_simulated_synthetic
BGW-043,2,20.381,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,151.97,85.776,87.822,1420.2,True,physics_simulated_synthetic
BGW-043,2,20.628,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,154.83,84.933,86.525,1566.31,True,physics_simulated_synthetic
BGW-043,2,21.469,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,164.56,82.074,84.565,1818.41,True,physics_simulated_synthetic
BGW-043,2,26.266,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,220.1,66.693,68.234,6743.61,True,physics_simulated_synthetic
BGW-043,2,34.946,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,320.59,51.026,54.218,23048.37,True,physics_simulated_synthetic
BGW-043,2,36.136,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,334.37,50.19,49.946,34240.46,True,physics_simulated_synthetic
BGW-043,2,39.951,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,378.54,48.552,49.771,34807.17,True,physics_simulated_synthetic
BGW-043,2,41.704,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,398.83,48.197,53.037,25688.38,True,physics_simulated_synthetic
BGW-043,2,44.554,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,431.83,47.895,48.996,37446.49,True,physics_simulated_synthetic
BGW-043,2,45.95,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,447.99,47.824,49.467,35817.12,True,physics_simulated_synthetic
BGW-043,2,46.536,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,454.78,47.804,48.545,39075.0,True,physics_simulated_synthetic
BGW-043,2,49.766,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,492.17,47.745,50.193,33457.21,True,physics_simulated_synthetic
BGW-043,2,52.125,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,519.48,47.733,48.68,38581.76,True,physics_simulated_synthetic
BGW-043,2,55.274,production,1233.7,162.0,0.825,7.26,1,1.661,0.21,14.88,47.73,17.08,555.94,47.729,49.446,35889.22,True,physics_simulated_synthetic
BGW-044,5,5.16,soak,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,0.0,164.779,165.281,11.73,True,physics_simulated_synthetic
BGW-044,5,11.337,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,62.26,133.314,134.146,64.76,True,physics_simulated_synthetic
BGW-044,5,11.446,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,63.66,132.797,131.21,77.13,True,physics_simulated_synthetic
BGW-044,5,12.984,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,83.57,125.289,125.396,109.84,True,physics_simulated_synthetic
BGW-044,5,13.147,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,85.68,124.508,122.863,128.55,True,physics_simulated_synthetic
BGW-044,5,14.279,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,100.33,118.978,115.674,203.13,True,physics_simulated_synthetic
BGW-044,5,15.338,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,114.03,113.802,113.255,237.85,True,physics_simulated_synthetic
BGW-044,5,23.261,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,216.55,74.703,73.325,4422.87,True,physics_simulated_synthetic
BGW-044,5,26.024,production,1284.6,385.2,0.798,6.53,4,1.46,0.32,6.42,47.19,18.3,252.31,65.341,64.005,9665.9,True,physics_simulated_synthetic
