well_id,viscosity_cP,fluid_level_m,spm,stroke_length_in,vfd_frequency_hz,rod_string_diameter_in,rod_string_length_ft,pump_depth_ft,tubing_size_in,fluid_specific_gravity,pprl_physics_lbs,efficiency_physics_frac,peak_polished_rod_load_lbs,pump_efficiency_pct,energy_kwh_per_bbl,energy_kwh_per_stroke,actual_bopd,is_synthetic,data_source
BGW-015,27277.35,838.7,7.055,142.23,38.72,1.0,2930.8,3493.0,3.5,0.938,14050.9,0.3455,14719.7,16.81,7.7006,0.044068,58.14,True,physics_simulated_synthetic
BGW-015,151.5,837.1,5.026,139.46,57.91,1.0,2930.8,3493.0,3.5,0.929,14013.1,0.75,14214.6,70.0,1.1934,0.041727,253.05,True,physics_simulated_synthetic
BGW-015,1481.55,782.0,2.943,104.29,44.37,1.0,2930.8,3493.0,3.5,0.998,14223.0,0.5687,14359.9,51.79,2.1271,0.031524,62.81,True,physics_simulated_synthetic
BGW-015,296.47,273.5,5.858,101.93,37.47,1.0,2930.8,3493.0,3.5,0.971,14144.9,0.6884,14202.2,62.2,2.0742,0.030472,123.91,True,physics_simulated_synthetic
BGW-015,31347.46,237.8,3.66,115.64,46.76,1.0,2930.8,3493.0,3.5,0.919,13977.8,0.3595,14891.7,16.52,6.5602,0.03625,29.13,True,physics_simulated_synthetic
BGW-015,21245.69,1194.1,7.374,142.17,54.18,1.0,2930.8,3493.0,3.5,0.974,14166.7,0.3549,14818.2,18.65,4.9925,0.044345,94.31,True,physics_simulated_synthetic
BGW-015,5740.61,555.4,6.435,100.78,30.21,1.0,2930.8,3493.0,3.5,0.998,14229.5,0.4327,14538.1,33.86,4.8379,0.030842,59.07,True,physics_simulated_synthetic
BGW-015,603.46,756.3,5.122,68.65,31.19,1.0,2930.8,3493.0,3.5,0.985,14184.0,0.6317,14390.3,60.13,2.6116,0.020794,58.72,True,physics_simulated_synthetic
BGW-015,172.57,337.5,4.714,134.62,44.4,1.0,2930.8,3493.0,3.5,0.903,13931.2,0.7449,13881.0,72.47,1.4684,0.039334,181.84,True,physics_simulated_synthetic
BGW-015,823.55,325.5,4.898,79.69,48.79,1.0,2930.8,3493.0,3.5,0.915,13964.6,0.6044,14111.1,57.71,1.706,0.02367,97.85,True,physics_simulated_synthetic
BGW-015,716.37,1172.5,2.564,115.66,43.93,1.0,2930.8,3493.0,3.5,0.922,13983.5,0.6431,14201.7,58.45,1.8826,0.034576,67.82,True,physics_simulated_synthetic
BGW-015,102.93,730.1,4.198,74.75,33.26,1.0,2930.8,3493.0,3.5,0.962,14108.5,0.7845,14149.4,79.97,1.8109,0.022264,74.32,True,physics_simulated_synthetic
BGW-015,9963.4,895.5,5.074,96.7,31.63,1.0,2930.8,3493.0,3.5,0.947,14067.6,0.4085,14897.1,26.16,6.1281,0.030323,36.16,True,physics_simulated_synthetic
BGW-015,823.14,655.9,6.171,75.5,53.24,1.0,2930.8,3493.0,3.5,0.951,14079.6,0.5917,14266.2,54.39,1.6769,0.022671,120.14,True,physics_simulated_synthetic
BGW-015,1061.99,438.1,4.287,128.83,42.83,1.0,2930.8,3493.0,3.5,0.907,13941.3,0.5865,14454.0,52.74,2.1783,0.039197,111.1,True,physics_simulated_synthetic
BGW-015,1182.17,482.5,5.096,83.48,34.87,1.0,2930.8,3493.0,3.5,0.985,14184.7,0.5686,14454.1,51.25,2.7529,0.025399,67.7,True,physics_simulated_synthetic
BGW-015,10051.57,246.4,3.076,91.79,57.76,1.0,2930.8,3493.0,3.5,0.938,14032.8,0.4222,14616.1,29.19,2.951,0.028242,42.39,True,physics_simulated_synthetic
BGW-015,4967.81,472.7,7.312,101.64,57.41,1.0,2930.8,3493.0,3.5,0.953,14092.6,0.436,14571.7,32.64,2.6471,0.031177,124.01,True,physics_simulated_synthetic
BGW-015,154.91,302.3,5.069,108.29,58.02,1.0,2930.8,3493.0,3.5,0.957,14097.5,0.748,13936.5,75.03,1.0897,0.031768,212.8,True,physics_simulated_synthetic
BGW-015,196.78,1086.5,3.764,110.1,58.65,1.0,2930.8,3493.0,3.5,0.969,14132.8,0.7473,14093.6,72.65,1.1258,0.032664,157.27,True,physics_simulated_synthetic
BGW-015,263.65,326.6,5.1,136.57,33.53,1.0,2930.8,3493.0,3.5,0.99,14203.4,0.7072,14269.3,70.18,2.0643,0.04102,145.95,True,physics_simulated_synthetic
BGW-015,69.75,746.0,2.67,124.47,34.63,1.0,2930.8,3493.0,3.5,0.99,14196.2,0.8251,14171.8,80.89,1.7219,0.037131,82.92,True,physics_simulated_synthetic
BGW-015,529.6,1039.4,3.281,84.39,47.65,1.0,2930.8,3493.0,3.5,0.971,14137.7,0.6647,14374.8,67.24,1.5269,0.025535,79.0,True,physics_simulated_synthetic
BGW-015,38742.97,801.1,4.854,70.81,33.5,1.0,2930.8,3493.0,3.5,0.909,13944.7,0.3432,14809.7,12.74,11.8144,0.022074,13.06,True,physics_simulated_synthetic
BGW-015,38526.65,588.4,7.014,133.69,56.99,1.0,2930.8,3493.0,3.5,0.921,13995.7,0.3313,15254.4,10.12,8.9988,0.04293,48.19,True,physics_simulated_synthetic
BGW-015,51.18,1199.8,4.438,125.86,49.24,1.0,2930.8,3493.0,3.5,0.914,13964.6,0.8121,13955.6,83.92,1.1495,0.036974,205.56,True,physics_simulated_synthetic
BGW-015,22681.06,941.5,4.796,116.59,40.11,1.0,2930.8,3493.0,3.5,0.942,14051.1,0.3673,14792.4,19.82,6.333,0.036303,39.59,True,physics_simulated_synthetic
BGW-015,83.46,351.4,7.414,64.77,46.86,1.0,2930.8,3493.0,3.5,0.956,14095.8,0.7539,14189.4,76.22,1.3522,0.019345,152.74,True,physics_simulated_synthetic
BGW-015,7745.02,1031.3,2.959,84.5,31.28,1.0,2930.8,3493.0,3.5,0.934,14022.1,0.4391,14722.3,29.38,5.453,0.026186,20.46,True,physics_simulated_synthetic
BGW-015,791.13,249.1,4.511,111.3,35.42,1.0,2930.8,3493.0,3.5,0.995,14215.0,0.6122,14360.0,57.72,2.3907,0.033642,91.4,True,physics_simulated_synthetic
BGW-015,128.06,499.6,5.835,82.48,44.87,1.0,2930.8,3493.0,3.5,0.914,13965.1,0.7506,14037.5,74.79,1.4237,0.024372,143.83,True,physics_simulated_synthetic
BGW-015,149.72,955.8,2.889,89.7,49.79,1.0,2930.8,3493.0,3.5,0.921,13980.6,0.7789,13909.5,75.48,1.2599,0.026265,86.73,True,physics_simulated_synthetic
BGW-015,5357.87,1104.1,5.234,127.97,36.91,1.0,2930.8,3493.0,3.5,0.98,14174.3,0.4461,14615.2,32.55,4.141,0.039369,71.65,True,physics_simulated_synthetic
BGW-015,1866.83,366.4,6.545,134.27,40.69,1.0,2930.8,3493.0,3.5,0.913,13967.8,0.5153,14198.8,44.28,2.6828,0.04013,140.98,True,physics_simulated_synthetic
BGW-015,1915.49,658.2,3.325,106.4,37.89,1.0,2930.8,3493.0,3.5,0.917,13969.0,0.5419,14289.4,48.8,2.6308,0.032005,58.25,True,physics_simulated_synthetic
BGW-015,872.58,1184.6,5.513,137.7,55.21,1.0,2930.8,3493.0,3.5,0.915,13971.9,0.5927,14145.6,58.01,1.5033,0.041001,216.53,True,physics_simulated_synthetic
BGW-015,444.1,655.2,3.949,130.24,58.08,1.0,2930.8,3493.0,3.5,0.97,14136.1,0.6739,14225.9,64.13,1.3,0.039002,170.61,True,physics_simulated_synthetic
BGW-015,229.06,212.3,2.544,67.27,39.62,1.0,2930.8,3493.0,3.5,0.98,14164.5,0.751,14098.0,74.76,1.6203,0.019964,45.14,True,physics_simulated_synthetic
BGW-015,262.8,839.0,7.076,112.09,37.15,1.0,2930.8,3493.0,3.5,0.98,14176.6,0.6847,14242.6,64.88,2.0115,0.033604,170.23,True,physics_simulated_synthetic
BGW-015,2019.29,422.9,6.206,116.86,37.23,1.0,2930.8,3493.0,3.5,0.966,14130.4,0.5117,14349.7,43.59,3.0103,0.035298,104.78,True,physics_simulated_synthetic
BGW-015,1100.49,577.1,3.651,124.22,48.49,1.0,2930.8,3493.0,3.5,0.939,14038.8,0.5895,14134.6,54.1,1.834,0.036958,105.95,True,physics_simulated_synthetic
BGW-015,536.43,901.7,4.185,109.69,56.61,1.0,2930.8,3493.0,3.5,0.929,14008.5,0.6532,14170.5,63.85,1.3344,0.03272,147.77,True,physics_simulated_synthetic
BGW-015,62.54,688.0,6.261,132.43,30.1,1.0,2930.8,3493.0,3.5,0.992,14214.4,0.7805,14372.9,78.29,2.0763,0.040066,173.98,True,physics_simulated_synthetic
BGW-015,197.5,1046.8,6.603,104.64,40.56,1.0,2930.8,3493.0,3.5,0.949,14078.7,0.7121,14031.3,70.71,1.6654,0.030905,176.46,True,physics_simulated_synthetic
BGW-015,132.03,279.1,3.679,138.44,39.17,1.0,2930.8,3493.0,3.5,0.925,13996.3,0.7766,14203.7,76.08,1.6222,0.041391,135.16,True,physics_simulated_synthetic
BGW-015,54.68,457.3,3.273,110.75,35.27,1.0,2930.8,3493.0,3.5,0.95,14071.0,0.8262,14090.8,80.87,1.6815,0.03285,92.08,True,physics_simulated_synthetic
BGW-015,8152.44,986.2,4.337,104.82,44.91,1.0,2930.8,3493.0,3.5,0.902,13924.6,0.4256,14581.8,29.79,3.7095,0.032173,54.16,True,physics_simulated_synthetic
BGW-015,590.91,975.8,5.01,134.49,52.37,1.0,2930.8,3493.0,3.5,0.953,14089.3,0.6349,14035.2,60.85,1.499,0.039732,191.21,True,physics_simulated_synthetic
BGW-015,1449.21,565.2,2.888,118.41,56.28,1.0,2930.8,3493.0,3.5,0.99,14196.4,0.5713,14373.1,53.71,1.6183,0.035825,92.05,True,physics_simulated_synthetic
BGW-015,83.67,888.6,6.969,123.04,40.52,1.0,2930.8,3493.0,3.5,0.94,14052.9,0.7593,14013.2,72.76,1.6179,0.036295,225.13,True,physics_simulated_synthetic
BGW-015,207.59,244.3,6.894,100.87,52.76,1.0,2930.8,3493.0,3.5,0.953,14089.9,0.7051,14246.4,68.86,1.3347,0.030249,224.99,True,physics_simulated_synthetic
BGW-015,436.86,764.8,4.002,120.78,46.62,1.0,2930.8,3493.0,3.5,0.902,13924.2,0.6749,14143.7,66.05,1.5632,0.03596,132.58,True,physics_simulated_synthetic
BGW-015,83.13,719.3,5.61,97.86,33.32,1.0,2930.8,3493.0,3.5,0.922,13988.7,0.7768,13729.2,76.09,1.8431,0.028282,123.97,True,physics_simulated_synthetic
BGW-015,1686.18,964.3,5.155,86.63,35.82,1.0,2930.8,3493.0,3.5,0.979,14166.2,0.5362,14389.9,46.51,2.94,0.026239,66.25,True,physics_simulated_synthetic
BGW-015,101.8,433.3,4.625,140.23,50.66,1.0,2930.8,3493.0,3.5,0.948,14071.5,0.7794,13851.1,76.76,1.2123,0.040885,224.6,True,physics_simulated_synthetic
BGW-015,441.11,1160.1,3.323,99.99,39.99,1.0,2930.8,3493.0,3.5,0.978,14160.6,0.6819,14081.7,62.22,1.9261,0.029638,73.63,True,physics_simulated_synthetic
BGW-015,29960.72,1118.0,6.347,127.45,45.18,1.0,2930.8,3493.0,3.5,0.934,14035.2,0.3455,14985.9,15.04,7.5085,0.040203,48.93,True,physics_simulated_synthetic
BGW-015,372.91,425.8,3.317,106.86,49.21,1.0,2930.8,3493.0,3.5,0.975,14150.3,0.6979,14178.0,68.4,1.4337,0.031892,106.23,True,physics_simulated_synthetic
BGW-015,504.42,218.7,3.073,138.5,54.29,1.0,2930.8,3493.0,3.5,0.94,14041.7,0.6719,14072.5,63.47,1.3901,0.041027,130.6,True,physics_simulated_synthetic
BGW-015,124.39,1059.4,3.607,79.77,51.28,1.0,2930.8,3493.0,3.5,0.959,14099.4,0.7814,14047.9,79.42,1.174,0.023587,104.35,True,physics_simulated_synthetic
BGW-015,7806.77,954.0,6.627,99.14,57.95,1.0,2930.8,3493.0,3.5,0.991,14207.6,0.4122,14779.2,28.47,3.0493,0.030842,96.52,True,physics_simulated_synthetic
BGW-015,12447.82,685.9,2.834,91.61,39.96,1.0,2930.8,3493.0,3.5,0.904,13928.3,0.4115,14764.3,27.08,4.6433,0.028472,25.02,True,physics_simulated_synthetic
BGW-015,53.56,710.0,5.844,95.07,40.77,1.0,2930.8,3493.0,3.5,0.956,14096.7,0.7916,13997.7,79.03,1.4787,0.028013,159.41,True,physics_simulated_synthetic
BGW-015,148.6,719.8,2.965,92.17,31.89,1.0,2930.8,3493.0,3.5,0.995,14212.8,0.7784,14231.6,77.72,1.9542,0.027611,60.32,True,physics_simulated_synthetic
BGW-015,23817.66,433.5,6.158,93.74,46.18,1.0,2930.8,3493.0,3.5,0.901,13927.3,0.3567,14901.7,16.23,6.769,0.029405,38.52,True,physics_simulated_synthetic
BGW-015,109.67,532.9,2.922,89.23,43.98,1.0,2930.8,3493.0,3.5,0.99,14197.2,0.7984,14484.1,80.84,1.3866,0.027206,82.54,True,physics_simulated_synthetic
BGW-015,1003.97,786.9,7.201,95.56,31.28,1.0,2930.8,3493.0,3.5,0.956,14102.3,0.5637,14445.5,50.92,3.087,0.029059,97.61,True,physics_simulated_synthetic
BGW-015,6197.73,702.4,4.203,138.46,36.75,1.0,2930.8,3493.0,3.5,0.954,14089.5,0.4441,14582.5,31.82,4.2441,0.0425,60.61,True,physics_simulated_synthetic
BGW-015,913.3,629.2,3.262,74.24,51.85,1.0,2930.8,3493.0,3.5,0.906,13933.3,0.6115,14248.5,59.4,1.5749,0.022268,66.42,True,physics_simulated_synthetic
BGW-015,2482.11,853.9,6.684,100.52,58.62,1.0,2930.8,3493.0,3.5,0.946,14069.1,0.491,14294.9,38.27,2.1688,0.030247,134.24,True,physics_simulated_synthetic
BGW-015,1013.6,794.6,3.401,138.89,53.74,1.0,2930.8,3493.0,3.5,0.928,14004.6,0.5999,14210.6,56.8,1.5848,0.041546,128.39,True,physics_simulated_synthetic
BGW-015,59.99,850.9,3.901,108.85,56.66,1.0,2930.8,3493.0,3.5,0.963,14113.5,0.8138,14146.4,82.19,1.0339,0.032414,176.11,True,physics_simulated_synthetic
BGW-015,69.85,1045.5,7.591,137.33,54.63,1.0,2930.8,3493.0,3.5,0.977,14175.8,0.7594,14264.3,74.25,1.1969,0.041236,376.59,True,physics_simulated_synthetic
BGW-015,18479.01,737.3,6.877,115.05,38.78,1.0,2930.8,3493.0,3.5,0.946,14071.8,0.3644,14932.2,19.43,6.7462,0.036163,53.09,True,physics_simulated_synthetic
BGW-015,9126.33,1037.0,2.701,110.2,43.17,1.0,2930.8,3493.0,3.5,0.96,14103.6,0.4308,14808.3,27.35,4.2692,0.03435,31.29,True,physics_simulated_synthetic
BGW-015,13591.65,457.5,5.652,79.76,39.21,1.0,2930.8,3493.0,3.5,0.963,14115.3,0.3874,14942.5,21.97,5.9047,0.025087,34.58,True,physics_simulated_synthetic
BGW-015,164.02,742.3,4.042,124.4,48.64,1.0,2930.8,3493.0,3.5,0.949,14070.6,0.7572,13988.9,74.64,1.3117,0.036632,162.54,True,physics_simulated_synthetic
BGW-015,6275.09,1031.1,3.326,84.16,58.19,1.0,2930.8,3493.0,3.5,0.992,14204.4,0.45,14968.6,32.26,2.714,0.026519,46.79,True,physics_simulated_synthetic
BGW-015,1085.86,428.6,6.993,134.1,30.4,1.0,2930.8,3493.0,3.5,0.902,13936.6,0.5586,14063.2,51.95,3.0314,0.039697,131.87,True,physics_simulated_synthetic
BGW-015,30450.1,1129.9,4.445,85.76,31.15,1.0,2930.8,3493.0,3.5,0.921,13982.4,0.3559,14901.6,15.34,10.6153,0.0269,16.22,True,physics_simulated_synthetic
BGW-015,333.93,325.1,7.237,95.31,39.14,1.0,2930.8,3493.0,3.5,0.955,14098.5,0.663,14233.6,64.6,1.9159,0.028556,155.32,True,physics_simulated_synthetic
BGW-015,1412.88,1082.0,7.089,95.66,36.36,1.0,2930.8,3493.0,3.5,0.972,14151.2,0.5344,14501.9,48.19,2.8168,0.029203,105.83,True,physics_simulated_synthetic
BGW-015,2491.03,674.5,5.629,72.21,55.31,1.0,2930.8,3493.0,3.5,0.969,14134.1,0.4994,14575.4,43.94,2.0414,0.022156,87.97,True,physics_simulated_synthetic
BGW-015,157.8,739.8,6.024,78.55,55.69,1.0,2930.8,3493.0,3.5,0.931,14017.8,0.7349,14017.6,73.85,1.1601,0.023176,173.29,True,physics_simulated_synthetic
BGW-015,711.11,857.7,6.68,101.6,42.89,1.0,2930.8,3493.0,3.5,0.951,14083.5,0.6003,14329.7,54.76,2.0768,0.030646,141.95,True,physics_simulated_synthetic
BGW-015,93.57,859.5,3.415,111.22,43.4,1.0,2930.8,3493.0,3.5,0.991,14200.2,0.8004,14144.9,80.39,1.3799,0.033115,118.01,True,physics_simulated_synthetic
BGW-015,55.74,382.5,4.929,138.9,44.11,1.0,2930.8,3493.0,3.5,0.913,13963.5,0.8024,13912.7,81.13,1.3232,0.040677,218.2,True,physics_simulated_synthetic
BGW-015,3469.86,275.3,6.803,66.15,47.35,1.0,2930.8,3493.0,3.5,0.924,13994.9,0.4647,14418.9,35.7,2.9028,0.020078,67.75,True,physics_simulated_synthetic
BGW-015,3929.18,595.5,6.355,96.26,30.7,1.0,2930.8,3493.0,3.5,0.965,14127.3,0.4591,14734.8,36.7,4.4522,0.029858,61.37,True,physics_simulated_synthetic
BGW-015,8245.88,1125.8,3.192,135.15,38.18,1.0,2930.8,3493.0,3.5,0.956,14092.5,0.4334,14612.8,29.04,4.4858,0.041572,42.6,True,physics_simulated_synthetic
BGW-015,9370.41,219.9,3.386,112.24,51.21,1.0,2930.8,3493.0,3.5,0.977,14157.6,0.4241,14734.2,28.54,3.4314,0.034813,49.47,True,physics_simulated_synthetic
BGW-015,384.55,920.4,2.7,67.34,45.19,1.0,2930.8,3493.0,3.5,0.943,14047.0,0.7025,14023.0,69.82,1.5127,0.019877,51.09,True,physics_simulated_synthetic
BGW-015,8868.29,1007.4,4.359,96.77,49.08,1.0,2930.8,3493.0,3.5,0.92,13980.8,0.4204,14609.8,26.34,3.8459,0.02976,48.57,True,physics_simulated_synthetic
BGW-015,136.6,755.5,5.314,69.86,43.49,1.0,2930.8,3493.0,3.5,0.994,14209.9,0.7532,14164.2,75.26,1.4729,0.02083,108.22,True,physics_simulated_synthetic
BGW-015,2231.53,236.7,7.773,138.43,55.43,1.0,2930.8,3493.0,3.5,0.92,13997.3,0.4907,14234.3,43.67,2.0014,0.041477,231.95,True,physics_simulated_synthetic
BGW-015,163.9,578.5,3.463,117.04,34.53,1.0,2930.8,3493.0,3.5,0.958,14099.1,0.7648,14088.9,75.43,1.8414,0.034709,93.98,True,physics_simulated_synthetic
BGW-015,14281.9,790.5,4.719,122.29,46.59,1.0,2930.8,3493.0,3.5,0.915,13967.9,0.3909,14620.2,22.82,4.6811,0.037634,54.63,True,physics_simulated_synthetic
BGW-015,10784.32,202.3,7.435,96.36,48.17,1.0,2930.8,3493.0,3.5,0.947,14073.0,0.3885,14686.9,25.8,4.0222,0.029789,79.29,True,physics_simulated_synthetic
BGW-015,357.73,1020.2,4.15,93.26,44.91,1.0,2930.8,3493.0,3.5,0.917,13971.7,0.6917,14250.0,65.71,1.6438,0.027974,101.7,True,physics_simulated_synthetic
BGW-015,73.31,889.6,4.051,96.62,49.72,1.0,2930.8,3493.0,3.5,0.927,14002.6,0.8034,14086.1,81.58,1.1819,0.028649,141.4,True,physics_simulated_synthetic
BGW-015,176.77,771.4,4.101,87.73,58.93,1.0,2930.8,3493.0,3.5,0.98,14165.0,0.751,14167.2,72.33,1.1312,0.026163,136.58,True,physics_simulated_synthetic
BGW-015,10323.23,908.6,2.612,106.7,57.97,1.0,2930.8,3493.0,3.5,0.973,14142.0,0.424,14822.7,26.59,3.2737,0.033292,38.25,True,physics_simulated_synthetic
BGW-015,1268.4,751.2,7.364,122.98,41.16,1.0,2930.8,3493.0,3.5,0.992,14219.1,0.5414,14572.5,48.03,2.5092,0.037724,159.42,True,physics_simulated_synthetic
BGW-015,10579.01,294.4,7.621,97.09,57.57,1.0,2930.8,3493.0,3.5,0.96,14114.9,0.3884,14848.3,25.15,3.4906,0.030345,95.41,True,physics_simulated_synthetic
BGW-015,36457.04,574.2,7.75,87.54,42.3,1.0,2930.8,3493.0,3.5,0.994,14220.0,0.3296,15322.6,11.2,11.012,0.028235,28.62,True,physics_simulated_synthetic
BGW-015,664.16,852.7,6.795,71.85,48.4,1.0,2930.8,3493.0,3.5,0.993,14212.2,0.6055,14244.4,57.91,1.7299,0.021543,121.86,True,physics_simulated_synthetic
BGW-015,55.7,718.4,3.846,108.91,50.38,1.0,2930.8,3493.0,3.5,0.978,14159.2,0.8174,13871.3,82.36,1.138,0.031802,154.75,True,physics_simulated_synthetic
BGW-015,124.38,1051.5,6.71,93.09,36.84,1.0,2930.8,3493.0,3.5,0.993,14213.0,0.7416,14306.5,75.56,1.7494,0.028035,154.85,True,physics_simulated_synthetic
BGW-015,248.34,811.1,2.871,127.61,48.92,1.0,2930.8,3493.0,3.5,0.922,13984.2,0.7399,14311.5,71.62,1.3904,0.038444,114.31,True,physics_simulated_synthetic
BGW-015,5034.29,696.3,5.558,84.4,37.94,1.0,2930.8,3493.0,3.5,0.961,14111.2,0.4478,14616.9,33.34,3.9333,0.025968,52.84,True,physics_simulated_synthetic
BGW-015,8876.91,861.2,3.775,80.48,47.51,1.0,2930.8,3493.0,3.5,0.945,14058.0,0.4245,14647.8,30.61,3.4284,0.024814,39.34,True,physics_simulated_synthetic
BGW-015,3276.85,463.9,7.407,135.54,37.54,1.0,2930.8,3493.0,3.5,0.904,13944.7,0.4643,14344.1,40.02,3.2495,0.040924,134.33,True,physics_simulated_synthetic
BGW-015,13331.86,1102.6,6.145,115.67,38.32,1.0,2930.8,3493.0,3.5,0.95,14080.0,0.3853,14833.8,20.41,6.4575,0.036119,49.5,True,physics_simulated_synthetic
BGW-015,82.0,939.9,4.434,69.73,52.06,1.0,2930.8,3493.0,3.5,0.915,13962.2,0.793,13991.2,77.08,1.1868,0.020535,110.48,True,physics_simulated_synthetic
BGW-015,1768.24,295.2,7.322,118.62,56.43,1.0,2930.8,3493.0,3.5,0.958,14112.6,0.5133,14211.2,43.61,1.9657,0.035484,190.35,True,physics_simulated_synthetic
BGW-015,10304.56,781.8,5.979,110.51,54.68,1.0,2930.8,3493.0,3.5,0.933,14028.2,0.4004,14853.0,29.06,3.1821,0.034552,93.49,True,physics_simulated_synthetic
BGW-015,981.81,1053.6,3.057,139.28,32.06,1.0,2930.8,3493.0,3.5,0.948,14068.0,0.6066,14293.7,51.97,2.9203,0.041905,63.17,True,physics_simulated_synthetic
BGW-015,9030.82,556.9,2.62,139.02,34.75,1.0,2930.8,3493.0,3.5,0.975,14151.6,0.4321,14781.9,29.0,4.9918,0.043256,32.69,True,physics_simulated_synthetic
BGW-015,91.77,1193.7,4.995,88.81,30.3,1.0,2930.8,3493.0,3.5,0.992,14205.0,0.78,14308.0,76.77,2.0933,0.026749,91.91,True,physics_simulated_synthetic
BGW-015,516.07,724.1,4.407,109.37,38.25,1.0,2930.8,3493.0,3.5,0.907,13941.5,0.6544,14044.8,61.13,2.0448,0.032333,100.34,True,physics_simulated_synthetic
BGW-015,5033.74,359.7,7.622,99.14,52.24,1.0,2930.8,3493.0,3.5,0.999,14238.3,0.4329,14810.4,33.99,2.8394,0.030907,119.47,True,physics_simulated_synthetic
BGW-015,613.18,353.2,4.388,82.96,56.32,1.0,2930.8,3493.0,3.5,0.901,13920.1,0.6381,14032.6,59.55,1.424,0.024503,108.74,True,physics_simulated_synthetic
BGW-015,18448.24,683.6,4.586,70.64,42.09,1.0,2930.8,3493.0,3.5,0.976,14155.1,0.3786,14977.7,21.71,5.5792,0.022271,26.36,True,physics_simulated_synthetic
BGW-015,4413.85,769.3,4.676,73.08,50.36,1.0,2930.8,3493.0,3.5,0.931,14014.1,0.4638,14264.7,36.27,2.6585,0.021945,55.58,True,physics_simulated_synthetic
BGW-015,54.25,1134.7,4.168,72.59,56.88,1.0,2930.8,3493.0,3.5,0.994,14209.4,0.8138,14187.5,80.35,1.0566,0.021679,123.14,True,physics_simulated_synthetic
BGW-015,12299.32,722.5,6.711,110.9,40.0,1.0,2930.8,3493.0,3.5,0.987,14197.7,0.386,14638.0,22.02,5.6564,0.034171,58.38,True,physics_simulated_synthetic
BGW-015,12955.75,983.8,5.217,66.17,45.2,1.0,2930.8,3493.0,3.5,0.931,14014.7,0.3928,14917.1,24.85,4.5203,0.020776,34.53,True,physics_simulated_synthetic
BGW-015,21458.35,572.4,3.869,84.63,37.0,1.0,2930.8,3493.0,3.5,0.932,14016.9,0.3758,14879.8,21.41,6.3922,0.026508,23.11,True,physics_simulated_synthetic
BGW-015,4494.87,575.0,6.131,133.98,41.8,1.0,2930.8,3493.0,3.5,0.917,13980.8,0.4513,14370.6,33.04,3.5412,0.040528,101.04,True,physics_simulated_synthetic
BGW-015,38272.18,432.0,7.41,114.49,30.46,1.0,2930.8,3493.0,3.5,0.929,14021.6,0.3295,15037.8,10.5,16.0115,0.03624,24.15,True,physics_simulated_synthetic
BGW-015,62.39,1082.4,7.691,74.17,47.21,1.0,2930.8,3493.0,3.5,0.966,14129.4,0.7626,14407.0,77.08,1.3477,0.022494,184.84,True,physics_simulated_synthetic
BGW-015,483.07,671.3,5.628,96.98,33.27,1.0,2930.8,3493.0,3.5,0.991,14205.4,0.6473,14399.1,61.11,2.4101,0.029395,98.84,True,physics_simulated_synthetic
BGW-015,14017.37,828.0,7.931,139.7,45.97,1.0,2930.8,3493.0,3.5,0.947,14083.1,0.3717,14894.2,21.32,5.1724,0.0438,96.71,True,physics_simulated_synthetic
BGW-015,181.16,605.2,5.526,104.5,43.88,1.0,2930.8,3493.0,3.5,0.971,14144.0,0.7313,14256.1,70.73,1.5636,0.031359,159.6,True,physics_simulated_synthetic
BGW-015,53.95,362.6,6.884,117.91,31.71,1.0,2930.8,3493.0,3.5,0.979,14173.3,0.7778,13890.2,79.14,1.884,0.034475,181.4,True,physics_simulated_synthetic
BGW-015,1406.65,395.8,7.708,133.7,36.83,1.0,2930.8,3493.0,3.5,0.988,14208.5,0.5294,14308.9,45.59,2.9006,0.04027,154.1,True,physics_simulated_synthetic
BGW-015,114.87,331.3,2.977,124.5,57.01,1.0,2930.8,3493.0,3.5,0.99,14196.4,0.7948,14133.6,79.99,1.0549,0.037041,150.55,True,physics_simulated_synthetic
BGW-015,206.74,227.9,3.007,127.34,53.69,1.0,2930.8,3493.0,3.5,0.988,14189.6,0.7532,14494.2,70.32,1.3067,0.038851,128.75,True,physics_simulated_synthetic
BGW-015,8194.24,319.5,5.431,83.01,54.24,1.0,2930.8,3493.0,3.5,0.966,14124.9,0.4175,14780.9,29.06,3.1919,0.025829,63.28,True,physics_simulated_synthetic
BGW-015,1079.94,887.7,5.926,108.65,43.2,1.0,2930.8,3493.0,3.5,0.909,13952.3,0.569,14197.6,54.95,2.0359,0.032471,136.09,True,physics_simulated_synthetic
BGW-015,102.98,985.0,2.563,102.41,33.52,1.0,2930.8,3493.0,3.5,0.967,14125.3,0.8071,14210.4,77.66,1.8583,0.030633,60.84,True,physics_simulated_synthetic
BGW-015,990.93,204.3,6.824,92.97,45.61,1.0,2930.8,3493.0,3.5,0.999,14232.1,0.5684,14417.0,52.82,2.0367,0.028215,136.12,True,physics_simulated_synthetic
BGW-015,18518.18,228.1,7.775,110.31,48.22,1.0,2930.8,3493.0,3.5,0.978,14173.4,0.359,15038.9,17.15,6.1883,0.034921,63.18,True,physics_simulated_synthetic
BGW-015,990.73,490.9,4.71,72.7,57.45,1.0,2930.8,3493.0,3.5,0.922,13985.8,0.5888,14087.1,55.14,1.5135,0.021558,96.6,True,physics_simulated_synthetic
